Sno,User,Rating,Review
164,The Trailblazer,1,Every time game is pre planned by app and dice are totally biased. Algorithm is very bad. App always decides who will win. We can always predict the conclusion of the game. Game is not all interesting.
165,Shah Begum,1,One of the worst games ever!! Everytime I get killed because I'm in front of the opponent and the dice probably not even random. I would rather play the real life version.
166,Sufia Faruqi,1,Worst experience... This is biased. Like hell.. why my token is beaten every time.. pathetic. Dice is not randomly rolled. Its fixed. Only one person keeps on winning. Disgusting..😡😡 pathetic game.
167,Tushar gaddalay,1,"Application is stuck. I found a bug in the application, I have the screen shot. All the other 3players left the match but the application still asks me to play the dice. This is crazy"
168,shirsendu kandar,1,Just waste of time...we generally play games just to fresh our mind or to be Happy but believe me after playing this u will be frustrated and sad..at first your experience gonna be fine..but then u keep loosing everytime it seems to be scripted ..
169,Iaidbiang Marwein,1,Don't waste your time you can only win if you play with 500 bet not more than that. Is a shameful game. Players are fake and fixed. Always asked to buy. I don't like a worse game and I deleted.
170,Mansi Tanwar,3,"I like this game very much only one reason for 3 star is that at the end of the game we don't get the ""one"", and the dice also are not random."
171,Shatakshi Sinha,1,"I don't wanted to give this app 1 star but the problem in this game is the ""7 up down"" (a challenge) I never ever win this game challenge..and also I spent more than half of my money in this so that acha now I will win now I will win..but no I never won this challenge"
172,Tajuddin Qureshi,4,Very happy about this game\U0001f60d\U0001f9e1Coz it is very useful for TP and I never get bored while playing this\u2763\U0001f49e\U0001f493 The best game I've ever seen nd played \U0001f970\U0001f929 The problem is while playing online the opposition will get high numbers and they win the match so it is irritating nd we r not able to beat them as they beat us Rubbish \U0001f623\U0001f62b
173,Pavan Hemanth,1,"I think winners of the game is decided at the beginning of the game,only he gets big numbers and chance to kill opponent after he finishes the game the second winner which was decided first only now gets big numbers and killing chances.Algorithm problem exists"
174,Kakkireni Sriharsha,4,Awesome and interesting game but iam hoping to add the voice call option to comunicate with otehers becouse i usually play this game by my family they to suggested for voice chat so iam requesting to add ans voice chat option i think this game may be developed a lot if it will be kept
175,Jay Mudgal,1,"This problem started after buying chips from them, hence I would request everyone to stop buying chips because they will make you lose & buy more chips from them.This app is so biased that I can't tell you. People are getting 6 again again like hell ... In my on an average I get less than 3."
176,Pamela Chakraborty,1,I think it's a tricky app as the players who have scored pretty well before but those who r newly joined the scope is not given to the new game.Always the winner gets the chance to win not the new one.
177,Sana Rahman,1,"It was working fine few days back and just now when I was playing for 5k, I lost control of my movements. I won but didn't receive the coins as well. Whats wrong?"
178,Puja Sinha,5,"Loved it ! If there would have conference call option on play with friends option, then I think it will be more fun. Just a suggestion!"
179,Tejpal Kaur 024,5,This game is very good but I think this game is planned that it only make winner to that person which it want or it may be about luck also but it's good for time pass and also in lockdown it's really fun in playing this game whoever win I don't care
180,utsav kumar,1,The worst game scenario they have in the game. Whenever you will play this game suddenly it shows that no network Even in the wifi. And this is fix that who will win the match. Why need to play this manipulative game.
181,margret meshy,3,This app is biased and predictable. That was still okay but it has started to hang and we have to uninstall it and install it again because of that issue.
182,Rachana Sinha,1,Rigged biased game. For instance if a player has least no. Of coins and is about to be broke he/she wins the game. Or all the moves are so to make the game interesting and not fair. Uninstalling rn. :/
183,Manjit Kaur,5,I am having a great experience by playing this game. I am enjoying a lot. Please help us to earn more coins. It's my humble request . I am having a problem regarding playing. mayani Ludo king is not working properly.
184,Umesh Gupta,2,This game is fixed. It will make you loose the game if you are winning position. This is not my opinion it's of many people who are using this app. Still it's a great time pass.
185,Sai Kumar,1,Your gaming system worst.. not in equalizing..you fix the winner of game is before starting. Equalize. And winner is take winning for their own risk.. but u give one sided dice roll. If u fixed the winner they get. What they need u give more..
186,Ayush Purohit,4,"This is very good game but there is one problem that when we play online, the game starts lagging... So i hope you will take quick actions."
187,Prakaash Nichani,1,"The worst, most disgracefully manipulative game I have seen. Pls install other ludo apps instead. The computer will give you numbers just to increase screen time. Pls play only if you want to feel like a kite in the storm. Goes against the very fundamentals of a game."
188,Simran seth,2,So much scripted . Once you have a lot of coins you are the only one to loose because of the makers. Total waste of time and playing with interest of people hate it for this kinda script
189,Ashish Murmu,2,What the hell is going on. This game is battery eater. A online game costing me 10% battery drain. Are you kidding me !!! Even pubg match doesnt eat battery like this. Very bad experience.
190,Prathamesh Padwal,1,"Been losing 95% of the times I've played this game. And it's been 7 months. Are you guys even listening? The randomizer works in favour of my opponent almost EVERY SINGLE TIME, irrespective of colour, strategy and time of the day. Don't give me bullsh*t explanation now"
191,Sanjal Shahi,1,I am not supposed to give this game even 1 star I was played a match with online players atleast 5 times and I won only 1 match and in every match it seems that every match is fixed in my last match my all the 3 gotis were in and my my opponent has his 2 gotis inside the box which were not even came out and he won the match and my only 1 goti was left of which I was to get only one but I didn't get so finally I am uninstalling the game\U0001f620\U0001f620\U0001f620\U0001f44e\U0001f44e\U0001f44e\U0001f595\U0001f595\U0001f595\U0001f595\U0001f595
192,Himanshu Gaur,1,"This is the worst game because this is the fixed game who will win is decided i have seen many games only those people win who have more coins or points, this is biasness, shame on you people atleast dont spoil the name of the best game of childhood worst experience."
193,Manikandan D,1,Always the opponent gets the highest number in dice. Most of the times i get only 1 and 2. This is obsolutely ridiculous. I started hating this game nowadays.
194,Abhishek Jha,1,Fukd up rigged game with Bots/Fixed Players. Played 2-3 games of 50K. Always got the same player named Aryan with same profile image. It's a bot. You rarely get a 6 on dice and that player gets 6 every alternate roll. Additionally their dice rolls perfect numbers to kill your coins and there is a time where their all 4 coins are nearing home and your all 4 are yet to start. It was fun but now the developers are only looking to make money. It's frustrating now.
195,ashok Kumar,5,"It is very good game I ever played. But if you can adopt it and can add voice recording like ludo comfun, then from my side it is the world's best game."
196,Rejani Suresh,1,The most ludicrous and stupidest dice! The rolling of the dice is not random at all but rather cunning and manipulative. This game is extremely biased. Totally disappointing. A huge thumbs down. 👎🏼
197,Eshank Gupta,1,"This game always get stuck on certain numbers.. mostly making the game interesting, uses algorithm to manipulate dice. Last round gets close enough always and keeps the player stuck on 1."
198,Dulal Roy,2,At the beginning I liked the app very much....it used to keep me happy......but nowadays when I start playing the game...when my turn comes it becomes auto.....so I gave two stars
199,Prachi Dhir,1,"It's rigged. Exactly what is needed to kill appears way too often. I can predict it. Bug: if u roll 6 on the first turn, the game freezes and u loose a turn. Also wastes time and people keep yelling Play Fast! Please fix"
200,Soham Sutar,4,"Dear team, Really love this game, only one little problem is that audio chat function is missing, will you please add that one. Device heats too much, please fix that issue"
201,Vini Bellarmine,3,Hi game is automatically coming out and get hanging and I deleted and reinstalled even the game is continuing so I tried other app to find whether phone fault or app fault but that game I didn't found anything like this till yesterday it was good but now it's not working 😣
202,Pratyusha Patel,1,At first this game is nice but when I play after 2 days i never win even the dice mnot has random numbers and always I need 1 to win the game but the dice never turns to 1. I don't know why I downloaded this game.
203,Michael Zamudio,5,"I love this before but when i played with my girlfriend and get lose all the time or maybe most of the time. I saw the bias, not fair.! 😡 😡"
204,Aman Raj,1,Worst ludo game i uninstall this game 2 to 3 and again install it thinking that they have changed but all times i lost by a margin of only 1 all times the oppponet win every single match donot tell me to change my techinique if this cannot be solved then i will uninstall again and my all family and friends will also uninstall
205,Chef Afzal Hussain,1,If I will recharge I am getting I will not recharge and wonderful f****** game fraud ludo king if someone recharge they will win otherwise they will not win and I will always say is random number liars if an recharge then I am getting winning if I will not recharge f*** off always lose the game that's why I am getting angry after recharge you will win without charge will lose and don't say this is a random number everyday so I know better than you if you created but bey your benefits not for us
206,Aman Chutani,1,"It's the worst game ever, donot download it, the dice is totally fixed. You will not win on the basis of your luck. You can only win that day when its the choice of this game."
207,Anshul Agrawal,1,Very worst game. While in the mission to win continuously 2 or 3 times at the last match and at the last moment I defeated every time because of irrelevant numbers on the dice.
208,HARISH KASHYAP,5,Very good app. Please provide mic and speaker so we can talk with each other . Otherwise we have to put our phones on conference with our buddies.
209,Aman Rai,1,"This is one of the worst game I have ever Played,this game is totally biased every time I loose at last though I manage to reach home early. This has to be fixed"
210,Vipul Shah,1,"Dear team, Please check I am not able to play with my friends online... Each time i have to uninstall and reinstall the game to go and play with friends online..."
211,Mohammed Sarwar Shaikh,1,Really partial games...i got the pattern...it gives every color 3 game to win in series..i.e. if blue wins 3 games..then it gives another color 3 chances..and during that time that color numbers are very powerful
212,Aman Agrawal,1,"Never ever install this game. Whenever you put money on stake you lose. Terrible algorithm. Seriously frustrating. There are many other games, install them."
213,Akif Shaikh,5,Really fun game to play with friends since we all are social distancing. Would be nice if we could play more than 2 players in snake and ladders as well.
214,Shakthivel Anandhan,1,"Connection issue still there When I move some token, suddenly network issue is coming and after connected back to the network, the other token moves forward. What a cheap bug... Ashame of this bug"
215,khushbu rawat,1,Worst! u will not get good numbers ever. and alwasy oponent is one who wins. it seems the oponents that u get in online game those will be computerizes. Thats why how u play doesnot matter at the end u will not win.
216,Amol Saswade,2,"If someone goes offline after the network is gone or any other reason, other members should be given right to remove him from the game so that others' time is saved.. please update it.. thanks.."
217,pushkar gupta,1,Already fix with number. I have played many matches but the oponent dice number too large but my dice maximum time 1 Ihave played big coin match. I saw that the oponent always won. (zero star)
218,Jafar Quadri,1,"Game is totally biased towards one player from starting. One player continuously gets 3 sixes on dice and other gets 1 continuously for 3 times. Loda lusson game. Rather play pubg, it is totally waste of time"
219,Abhishek Gurav,1,After latest update game is still lagging. It's frustrating while playing game. Because of lagged game so many times I lost the chances. Please fix this bug.
220,Keshav Sharma,1,"Very very bad experience with this Game, i didn't got 6 on Dice and the term where i cut of the opponent token. I played it from last 2 + years but .....very very bad experience Ludo King."
221,Mani Rathnam,1,"I used to play this a lot but now all I get is ""Unable to connect to server"" even after updating the app to the latest update... Very disappointed with this"
222,Swathy Shankar,1,"Terribly boring game, full of ads, and the most annoying sound effects. The background music make me want to cut my ears off"
223,Suganya Ganesan,1,The app is slow and it is not even connecting the server. I have tried installing and uninstalling several times. However I am getting the same error.
224,Abhishek Bhatia,1,Very poor application. Winning coins are deducted automatically. They are just making fool of customers . Would request all to not waste time on this . Today more than 50 k coins has been deducted.
225,venky singarapu,4,Cool game. We need voice access to talk with the team members while playing. It will create more fun by talking with buddies... please look into it asap...
226,Anita Kumari,5,"Its is good for timepass and for those who are alone.... But in a room, 1 person is always there who get more time six... And by palying all day.. It seems to be bored... But initially good... 🥰🥰"
227,Anshul Vishambera,1,"Game is good but don't buy coins in this game. I have bought coins of 120 rupees but they gave me nothing also debited the amount of 120rupees from my account.This is fraud, If you people don't want to get in this trap don't buy coins stay aware stay safe."
228,Rupinder Singh,3,I am very disappointed with game server it always say connecting to server even when my network is good please give solution of this. If you not solve my problem then I am gonna to delete this game. Thanks
229,Alakananda V,4,"Yes good game but sometimes when we press the dice it does not roll. And it has a limit of time to roll the dice, when I want to text the time will over"
230,Moula S,1,Worst app I have never seen before and ever it's already pree programmed to the opponent side even we tried several times it behaves another way it's worst app. Don't install it. It's waste of time.It play with our emotions.Worst worst worst. Biased game app.
231,\u021ah\xd8wh\xc9\u0119\u0110 H\u012f\xd1d,1,"I'm giving you suggest, to don't download this game , Foolish tricks to maintain users in Running. What the hell!! Ads are coming in game, while playing with other."
232,Yaamini Jain,1,Worst app.. not working at all.. whenever I try toh play online with my friends it always show connecting sever and then nothing happens.. so many times I had installed it still it is same.. just a waste of time this app is
233,SaiVasu Badisa,4,Game is very good for timepass and also please provide option to speak while playing with friends and Buddies(not to other games or provide an option to speak)only. It will be very fun then of u provide speaking with them like in Pubg
234,Kamal Shah,1,"I am feeply irritated by free spin, free coins and double up to watch ads, from past five days inspite of watching ads, never getting free coins or free spins, its really irittaing, if cant give coins dont publish about it"
235,Jennifer Peter,2,"Not at all connecting, even when the signal is full. Cannot able to continue to play with friends and family.. all time signal error"
236,Rohit Heer,4,"It's a good experience but if u provide us mic and speakers , then it's very helpful for us and we talk with our friends our family who play ludo with us from different different location 😊"
237,Zahida Parveen,5,"It is a very fantastic game.the only problem is that at the end of the winning point all game turns .That,s it."
238,Lalit Naarayan,1,"Intially it was good, later when playing at higher stakes it will always make sure you never get a 6 easily while your opponent mostly rolls a six. This game is highly biased"
239,Sampath Kumar,3,Loved this game.... Having connected with friends and playing with them... But suddenly from last two days.... its keep on closing or freezing.... Without option I need to uninstall 😭
240,Nasir Basha,1,Even Review is a waste for this game. The player who installed this game will be get cheated by developer and the opposite player wil get perfect displays the number and will be boring game ever online with others also
241,Aesthetic Aurora,1,I wd most likely give it a zero. Its the worst app in the history of gaming apps. Like once its will give u the chance to win n its totally dependent on who has the more coins. If a person has more coins then that person will win for sure nomatter wht. I just wanna delete this super cringy & obnoxious game
242,Anindita Dash,3,I love playing Ludo in ludoking... But suddenly it started crashing my one plus 7 phone... I have all the memory in my phone. High end games run very smoothly.. but this game lags. Please help
243,abhishek jha,1,"Badly quality programmed. It doesn't move the pawns that I want to move, it changes and moves some other which I don't want to. Really really bad, I'm gonna uninstall if it's happens again"
244,Anjali Mathew,1,The game is totally biased. It forces us to collect more coins in order to win. If the coins are less then it wont let us win the game.
245,Aman Shaikh,1,"Totally scripted game , when we going to win suddenly all tokens are captured by other players . Totally waste of time . Don't install it ."
246,anuj baghel,1,It's seems to be predetermined victory of the opponent....it totally worst game...Dice algorithm would be same for all the players but actually it is predictable about the win
247,Ayushmaan Kaul,1,Please update the algorithm of this game as it gets heavily biased against one out of 4 players in general which I think is unfair.. And I am that one player most of the times
248,Madhu Sharma,1,"Not once, not twice, but every time this happens to me, come on the last move and beat me, this Ludo King has now decided that I will uninstall this app ."
249,CA Sandeep Singh Langri,4,In online mode more than 4 players are not able to join. But in offline more than 4 players can play. Fix this bug.
250,R.K. Ruhela,1,"I'm facing lots of issues n bugs Other Ludo apps far better than this Suddenly off issue are very irritating Many times don't accept joining code, and many more bugs Due to these problems, I lost many time"
251,Supriya Chandra,1,"Biased. Totally biased. Even when you are at the winning position, you can't, because that's what happens in this game. I think the game pre decides who will win and who will not."
252,Thamarai Manalan,4,Add 6 player option in the multiplayer game. I love this game. Very addictive now. Extend the multiplayer option to 6 members so that it will be very nice game.
253,Dhruv Nagpal,1,The game is biased towards other players. I haven't won even a single game. The programing algorithm never works in my favor.
254,ATUL AGGARWAL,1,It is not a fair game... .totally...scripted game...so many dice given 6 by one candidate...and second candidate always sacrifice....what a waste game...it is success only lockdown period after that...this app closed
255,suhail ansari,5,Best ever ge but please fix bug... Sometimes play with 4 person choose in multiplayer online but go with only 3...and you turn automatically... Please understand my english and fix this issue... Keep it up... Salute to developers
256,Hiral Chudasama,1,"Many a times, I was ahead of the game , but in last moves I lost many times, I think there is partiality with me , I hate this game , it's not one time ,I have face this many times,"
257,Yasin Kasmani,1,"I purchased ad free version for 120₹, and after some days I changed the phone and guess what, the ads are back. Please don't purchase it."
258,Neha Shah,1,I am not able to play now.. Everytime it is showing connecting to server..from last two days it is showing like this today i updated this app.. But nothing happened..no change.. Plz fix this problem asap so that i can play
259,shubham raturi,5,I love this game...its a perfect game but sometimes network issue is there but overall its a good game..that's why I'm giving 5 star rating
260,AartheArun K,5,Sometimes it's favor for opposite team only. When time runs for opponent team its get reducing time for me only and reducing one life for me. This is happen many times for me
261,Blackdevilian 018,5,This game is very much realistic as well as good gor time pass. I think this game is best for lockdown days when people get boared they can play this with friend and also online player who can later be become our friends
262,ja3 gambhir,1,"I am not able to login using my Facebook Credentials.It's shows ""Trying to connecting Server"". What d hell is going on? Will I get any response from developer team or not?"
263,araveti madhu,1,Dear ludo king creator how you should develop this type of worst games can you please tell how dice should play there is no logic and there is no algorithm basis then how it should play before the game only the winner should be decided we should play with any strategy we don't win it should decide winner you should better to develop the game there is no 0 rating I should give 0 rating for this apo
264,Nayan Puj,1,"Die is rigged, design in a such a way that you can't win after achieving certain number of coin. No matter how hard you try. Developer's claim of random number is just a lie. Super evil corporate lie."
265,Vibha,1,Worst game of the century 👎 i wish there is a chance to give negative stars. All no. Are autogenerated. One player got 6 continuously and the other one got least no. Such a biased game i ever seen.
266,Sanjay,2,Every time I open this app it is crashing and not running smoothly ... I don't know that it is my phones complaint...It is very lagging ..and crashing
267,Ritesh Kasat,1,One of the worst games... Ranked players always gey the numbers on the dice as opposes to other player. We mostly get 1 and 2. Should be fair.
268,Heni Soni,1,"It has very very very bad connection issues. Whenever I try to play, it just stopped working. Very bad experience."
269,Rakesh s,1,It is not random. Yes you cannot win consecutively. Its algorithm will surely make you win one match and loose next.
270,Kaaviya Krish,2,"Whenever I send a invite on insta to a friend to join my room and come back,the game restarts from first and the room is gone! Please fix this,I am so disappointed!!!"
271,M. Abbas Sayed,1,"CHEATER AND FRAUD. Please Google play kindly remove this game immediately otherwise i will complain about this to directly GOOGLE. Please dont install this game as admins are cheater and fraud they crash you internet,they are capable and well trained to crash your wifi for few moment. They are having opposition person from there own team. I asumed in several occation."
272,Sibi Reji,4,I like this game very much. But one problem is that i will only get 1 in dice in online multiplayer so you should improve the random dice session
273,rhea okhandiar,1,This game targets you....even though you are about to win and everyone else is far behind ...some how you'll loose in the end and come last ....this is a unfair game 😡😡😡🤬🤬🤬....the app is rigged ..eventhough no cheat code have been used
274,DEVALKUMAR TANK,1,Phone gets too much heated A ridiculous game ever seen.Player with lower level and coins than us always wins very very easily. Dice always gives point according to their need. Please don't waste time in playing this game. Worst of the worst one.
275,Vipul Chanania,1,Worst app... always hangs and doesnt work ....first of all everytime other player got number and i have not received any type of number... please fix this bugs otherwise it is worst app
276,Dr .Manisha Amte,5,Awesome game . But there is suggestion that can you increase the no.of players from four to five or six when we play ludo with our friends .
277,Alok Advani,1,Works on algorith.. it decide whether it wants you to win or not. Most of the ludo games are like this only.. these are programmed in a way that it decides who to win or who not to win..
278,HANA jeba sudha,5,"Hey there ludo king, this is a awesome game for awesome players the options are wow... And the thing is you don't only have ludo but too snakes and ladder ,nice there things real awesome"
279,Sandipan Chatterjee,1,Bogus and biased game...dont develop this type of obvious algorithmic game...Biased algorithmic worst game ever...I wound not have given a single star for this game!!!
280,agrawal shweta,1,This game is very unfair. Very very unfair. Although I won almost all the time but i saw many times the dice numbers are programised unfairely.
281,Raju RVN,1,"The ads are too annoying. The more i play, ads frequency and duration keep increasing. Game is great though."
282,Kuntala Das,4,This is very nice. And I like this game very much 😊I think in the time of lock down it is the good way for time pass 😂
283,Hasin Qureshi,1,"This game is completely terrible. As complained by most of the other players, the dice is biased. It is not at all a natural experience playing as the game always gives same probability to win or lose. If you win 2 matches continously, then u will surely lose the third time. Also, there are various players who are too disturbing. While playing, they annoy you by sending stickers and messages.I suggest you to fix the game and make it a more natural experience for the players."
284,yogesh charkari,1,Can't play online this game .. if you disconnect your network . This game can't access your network you automatically disconnect your play.. and you lose your bet
285,Shoveyi Keyho,5,"Very good game. Fun to play with friends online. Moreover, timepass together with family and friend offline."
286,hariprasad bekal,1,After latest update app keeps crashing. Sent the logs but no improvement. There are better apps which handles users in a better way.
287,Kavita Kapri,1,Completely scripted. Makes no sense. The game should be random. I am uninstalling it right away.
288,Sukhman Sidhu,5,iam playing from year and i get 1000 only of every match and i am getting no rewards when level up. please solve my problem and give me 10000000 rs. or other iwise i will feedback your game. I will do complaint about this on social media.
289,Manab Das,4,"Overall the game is amazing, but one feature that is lacking is ingame voice chat. That'll make this more realtime"
290,Suraj Mishra,1,There is no random numbers ... It has been already fixed most annoying game ..... Improve your coding so that no should be random not in fixed manner.
291,Saigal Michael,1,This game is some kind of a bug...to my phone...not working properly...gets hanged while starting the online multiplayer...and my opponent wins.... please do the needy
292,kishore,1,The problem is not in game the real problem is this app consuming 30 to 40 percent of my battery which is heating and damage my phone so battery consumption must be rectified
293,Kalyani Patil,1,This is baddest app ever n always will be 😬 I loved this app when I installed it for the first time but now I hate it. It unsatisfactory ever nowadays 👎 I really don't wanna rate this app even a half star but it'll not accept my review if i don't rate a single star
294,Mahera Varsha,1,"Hi ludo this is my alltime favourite game..... I always play with my friends...family members,online friends..... But i need your help for how i use dimond while playing game....and my coins are stolen....please help.me . Give me my coins...... But my coins are losed ...why n who ? I dont get my red smiley massage box also.....while playing game....in your app there is no complain bix to complain....please....help me out dear........please\U0001f64f\U0001f64f\U0001f64f\U0001f64f\U0001f64f\U0001f64f\U0001f64f\U0001f64fHi ludo this is my alltime favourite .."
295,Chandra Bhushan singh 998,1,The worst app ever don't download it and waste ur time. Every thing is planned before who will win and it also lags in between. The worst game I have ever played in my life
296,suBOSS Chandar,3,"This game should have the option of chatting using our voice from one end to other, it would be more fun"
297,Yash Khatri,1,The game is biased and the algorithm is flawed. It clearly picks one player over other and helps the player win. I hope the game developers understand the concept of probability of dice outcomes. It's basic math. Please get it correct. 6 friends of mine including me have uninstalled this app. Note to the developer: Please don't respond with a generic answer that the dice outcomes are purely random. Because it's not. We users understand what's going on.
298,komal bandle,3,"I just wanted to say that it would be great if there is voice chat available as well. It gets harder to play and type at the same time and meaningless. So if there's voice chat available that would be great. I really love this game. It's quite simple and doesn't have extra nuisance, user friendly and easy on eyes. I'll change my ratings to 5 once the facility is added.Thanks"
299,Mohamed Hanifa,1,"This game good, time the dice is favour for paid players, not random, new players cant go further, players those who buy in sale the dice is favour for them..."
300,Karan Moolchandani,3,It should have option for group play while 4 players are playing such that diagonally opposite players form one group or team. That will be very cool
301,Shruthi Venkatesh,1,"NOT RANDOM AT ALL!!!!!! IF YOU THINK YOU ARE WINNING, THE GAME MAKES IT LITERALLY IMPOSSIBLE TO WIN. I NEEDED TO ROLL 3 FOR A FINISH AND IT TOOK ME 17 TRIES TO GET IT. I COUNTED IT. THIS GAME IS BS. NOTHING CAN BEAT THE TRUE AND ORIGINAL BOARD GAME. THE GAME WITH RANDOM PLAYERS OR A GROUP IS ALL BASED ON SOME ALGORITHM AND IS NOT TRULY AS RANDOM AS ITS SUPPOSED TO BE.... ONE PLAYER GETS 6 A MILLION TIMES WHILE THE OTHER NADA...DONT EVEN GET ME STARTED ON THE SNAKE AND LADDER GAME, SMH!!!!"
302,NEHAL PANCHAL,2,There are so many bugs while creating and joining the Room. Look in to this matter.
303,Ashok Prajapati,1,100% scripted game. Worst game I have ever played. Dice roll is not random. Biased game.
304,vidhya selvaraj,1,They purposely target one player in the game...and favor the one who is gonna win...and that is so obvious...more then streebuster its a game that gives stress...it should have a fair dice play...
305,sudeept jaiswal,1,Pathetic game app.. Uses pathetic algorithm to make it more time engaging. It's all particularly for the business they are making and nothing for entertainment as should be primary for games.
306,Thushyanthy Jeevarasa,5,Nice game.. start from today I can't open my game it's showing .. accept all domains some thing like that.. please advise me how to solve this. Thank you
307,Zameer Ali,1,"When signed in with FB and when I select play online it just keeps showing me connecting to server (updated app, network connection every thing is OK)"
308,Sujata Biswal,1,Biased unfair game. This game is so biased that I had to write this review. First 10-15 times the die seems to be in favour almost in every game and you feel like \u201cLudo King\u201d. I encountered many quitters who just get irritated and leave. I try to be patient even when I lose. However things change almost suddenly when you have reached a balance of around 20-25k coins. Once you have reached level 6-7 it shows it\u2019s real side. 6 is rarely on your die and most of the time it came 1 or 2s.
309,balaji gowda,2,The dice is not random ....I believe it equalizes all players and then throws random numbers....don't install it if u think this game is played through luck...
310,Karan Pandit,1,"I had uptaded this app but, Still facing *connecting to server error*,not able to play online multiplayer and spin wheel ,play with Friend ""connecting To server error"""
311,Nitesh Dhal,3,"Why their r too many updates in this?? whenever their will b any match, this shit comes up with an update.Sometimes ""play with friends"" doesn't open.settle these problems asap"
312,Megha Chauhan,1,This game...always...cheats with me...i always loose the game...the opponent always....receive good numbers and on my chance...i cant receive any good numbers...😡😡😡😠😠😠😠 I just hate this game...
313,sumer singh,1,Not even a single Star. I think all the reviews are absolutely right.A Few days ago I updated this new version .I could not win even a single game out of nine games. Even I am facing same problems. Every time I think I am about to win I lose. This game always favours same person constantly. So there are some issues to be fixed very soon.
314,Karim Labbai,1,Hi.. From Afternoon onwards game was lagging and there is some glitch whenever i started game.. It's hang middle of some where.. Fix this issue soon.. Or m Going to Uninstall
315,Khush Jajoo,1,Lots of bugs in the game. Game keeps crashing even after the latest update.
316,Masum Ahmed,3,The only thing is that when you don't need a number it will always pop up but when you do need that number it will never come and you end up losing
317,aakash naagar,5,Amazing developers you are just amazing but I have to say something that you can add an option that show how many buddies of opponent in online mode
318,sriya agrawal,1,Worst game ever...😡all the gamesa are pre planned and always they do cheating😡😡plzzz don't install this app if u want to play fair game😡😡they always gives corrrct dice to my opponent and never give me proper dice...😡how's it possible that always my opponents are winning😡😡☺
319,Piyush Kumar,1,"I hated this game because whenever I played, I always lost and sometimes when I am winning the game then networking problems occur"
320,Shashank shekhar mishra,2,It was working fine previously. But it is hanging repeatedly now. Please fix the issue. Mobile: Realme X
321,investment studies,1,Dice roll is fixed . Not completely random. Great example is I still haven't seen 3 back to back 6 on dice roll
322,Zaid Khan,1,Such mean game when one person is winning why Ludo king come give other person numbers to beat the opponent if someone had needed only one number to win the game and suddenly Ludo king started to give big numbers to other person which is not good
323,Karthick Dinakar,3,Lot of bug prblm! Even though there is proper internet connection i still have prblm in game . It automatically ejects me out.
324,Pratik Shukla,1,Worst game server every we are waiting for our turn to play and your network lag is throw out of the game and it shows you left the game...What the hell is this??
325,QuaranTuber,1,"""THE DICE JUST DOESN'T ROLL RANDOMLY"" ..which makes this game totally unfair. Just think about this..your strategy won't make anyyy difference at all, instead it's completely dependent upon the computer whether it will let you win or lose. I know with 100% accuracy when my opponent would get a six or when my token would be captured for sure. It's that BAD. Rest assured, THIS GAME WILL GIVE YOU HEIGHTS OF FRUSTRATION AND DEPRESSION instead of giving joy. Good Luck !!"
326,Rakesh Kumar,1,"Really bad experience, my friends also stopped playing this game, because of 1 number dice bug at winning time."
327,Purti Sharma,1,Sometimes it loooks like a fixed game.. it never gives the required number opponent gets the exact required number.. why so??
328,tushar sarvagod,1,Worst update I guess. The play is being played automatically online and not responding at all. Worst app to play online.
329,Sanjana Patnaik,5,A very good game with afcorss good graphics. The best thing about it is that we can play with family and friends....☺☺☺☺
330,neha rawat,1,"Very bad experience, fixed game..it will let you win for the first time then you will lose every other time.."
331,Sunita Junawa,1,"What sort of a game is it? All matches are fixed. However, you may try but still you are going to lose the match. Like seriously? What's wrong with you guys? Let it be a fair match! Only if you guys know the meaning of fair. I wouldn't have given it a one star rating but guess what I had to so that i could leave a review about your unethical, unfair ludo king."
332,Umar Shaikh,5,It very good game for time pass very peoples are playing this game because of Qurantine if corona virus spreads for more days I hope it will cross the pubg and main thing The pubg lover also play this game day n night but main problem of this game is gogle sign is not availble i request the makers to add gogle sign in my family not allow to use fb thats why Thx you
333,Smitha Nandagopal,4,It is a very nice game which can be played for passing the time.... It also very challenging and heartbreaking game
334,Happy Khosa,1,"Used to be a good game to pass time with family and friends. But it is not a game of chance for sure as it was supposed to be. I guess some algorithms are required to keep the game interesting, but the fact that the game is manipulated seems very obvious. Changing the review to 1. The games are so tiring now days. The code manipultes every move so that all players finish at the same time. We were so bored in the last game, we stopping capturing opponent tokens to just finish the game!!"
335,\ua8ba\u0e2a\uaaddiL \ua8ba\uaadd\u0e2a\u0e2c\uaac0L,1,This is the worst game I have ever played. My opponents gets 6 again and again but I don't it doesn't give me 6 and If I make a room it doesn't support me and my friends take all coin away from me. It was working good when I played it 1st time and then it showed it's real look. Whenever I get in my home and I need only 1or2 to win it doesn't give me that and it let's my opponent to win I am so irritated by this game this is scripted. It won't support u If your level is low than another player.\U0001f92c
336,Dayanand Kumar,1,"Hello sir, you can add features like direct voice contact in ludo, like other app is doing,this would be great if you will consider our points 🙏"
337,Alket Alk,1,The game is fixed. When you reach a lot of coins never get the exact dice and keep loosing.
338,Hrishant O,1,"The new arrow system sucks, why this arrow keep directing the turn, we are mature enough to understand who's next, please remove the arrow indicator, it's annoying and disturbing"
